epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,precision,loss_scale,grad_norm,epoch_time_sec,samples_per_sec
1,2.3061052508976148,0.0966183574879227,2.3022468090057373,0.11363636702299118,1.1260000000000002e-05,fp32,1.0,1.1222761954580034,18.32904624938965,11.293549985280496
2,2.296324636625207,0.1111111111111111,2.297976016998291,0.11363636702299118,1.2520000000000005e-05,fp32,1.0,1.0265583310808455,18.329174280166626,11.29347109891293
3,2.288136036499687,0.1497584541062802,2.291620969772339,0.11363636702299118,1.3780000000000005e-05,fp32,1.0,1.2509829316820418,18.30209183692932,11.310182565160265
4,2.276886220139582,0.19806763285024154,2.2856740951538086,0.13636364042758942,1.504000000000001e-05,fp32,1.0,1.2858275856290544,17.971886157989502,11.517989719068913
5,2.264558808239186,0.20772946859903382,2.276329278945923,0.22727273404598236,1.6300000000000013e-05,fp32,1.0,1.300118727343423,18.329795837402344,11.293088141091678
6,2.2546795497194005,0.178743961352657,2.263486623764038,0.20454545319080353,1.7560000000000008e-05,fp32,1.0,1.4421721356255668,18.674665212631226,11.08453606225769
7,2.229089754215185,0.2995169082125604,2.2446093559265137,0.25,1.8820000000000003e-05,fp32,1.0,1.7717155388423376,17.848276615142822,11.59775839782633
8,2.207878526282195,0.2946859903381642,2.22611141204834,0.22727273404598236,2.008e-05,fp32,1.0,1.9721966300691878,17.630147457122803,11.741251767940794
9,2.1874271210840934,0.2898550724637681,2.2085165977478027,0.27272728085517883,2.133999999999999e-05,fp32,1.0,2.268787384033203,17.171911478042603,12.054569479040639
10,2.165787192358487,0.34782608695652173,2.186436891555786,0.27272728085517883,2.2599999999999984e-05,fp32,1.0,2.3683010850633894,17.98179054260254,11.511645601119348
11,2.138079787222084,0.3333333333333333,2.180523157119751,0.2954545319080353,2.3859999999999985e-05,fp32,1.0,2.6458890778677806,17.376566886901855,11.912594780504824
12,2.118015093503943,0.3961352657004831,2.1583802700042725,0.2954545319080353,2.5119999999999983e-05,fp32,1.0,2.8310884407588413,17.726219415664673,11.677616932636745
13,2.0931864994159644,0.3961352657004831,2.1433448791503906,0.3181818127632141,2.6379999999999985e-05,fp32,1.0,3.08121281010764,17.040104389190674,12.14781290490859
14,2.082036624784055,0.43478260869565216,2.132920026779175,0.3636363744735718,2.763999999999998e-05,fp32,1.0,3.12828186580113,17.824671983718872,11.613116930795396
15,2.056474993194359,0.463768115942029,2.1109654903411865,0.34090909361839294,2.889999999999998e-05,fp32,1.0,2.930373157773699,17.553951263427734,11.792216857253562
16,2.046443691576161,0.42028985507246375,2.100562572479248,0.3636363744735718,3.0159999999999986e-05,fp32,1.0,3.713888849530901,17.067684173583984,12.128183173226176
17,2.032636625179346,0.45410628019323673,2.110948324203491,0.34090909361839294,3.142e-05,fp32,1.0,3.940020424979074,17.352064609527588,11.929416162174814
18,2.0065157056430687,0.4782608695652174,2.066908121109009,0.4318181872367859,3.268e-05,fp32,1.0,3.9334618023463657,16.978349924087524,12.191997510095193
19,1.9667588794864894,0.5024154589371981,2.0716142654418945,0.3863636255264282,3.394e-05,fp32,1.0,3.7658931527818953,17.535873413085938,11.804373533258326
20,1.964247633293631,0.47342995169082125,2.0458803176879883,0.40909090638160706,3.52e-05,fp32,1.0,4.214115960257394,17.27174711227417,11.984890622495012
21,1.9432792876653626,0.4830917874396135,2.047654628753662,0.34090909361839294,3.646e-05,fp32,1.0,4.623841456004551,17.375531673431396,11.913304518705454
22,1.9364307381680623,0.4975845410628019,2.0797929763793945,0.3863636255264282,3.771999999999999e-05,fp32,1.0,5.003617286682129,17.260165452957153,11.992932545413987
23,1.9344721727325145,0.4830917874396135,2.030351161956787,0.4545454680919647,3.8979999999999996e-05,fp32,1.0,5.774633169174194,16.980570316314697,12.190403275272637
24,1.8899794189250412,0.5362318840579711,2.012038230895996,0.34090909361839294,4.0239999999999994e-05,fp32,1.0,4.440301758902414,18.120888471603394,11.423280945875387
25,1.89286148087414,0.48792270531400966,1.998091220855713,0.4318181872367859,4.15e-05,fp32,1.0,5.577069350651333,17.374831438064575,11.913784645214275
