epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,precision,loss_scale,grad_norm,epoch_time_sec,samples_per_sec
1,2.305308603434171,0.06280193236714976,2.304269552230835,0.13636364042758942,5.630000000000001e-06,fp32,1.0,1.1447996837752206,18.1109037399292,11.429578720780569
2,2.303599566077265,0.04830917874396135,2.3010120391845703,0.09090909361839294,6.260000000000003e-06,fp32,1.0,1.12468444449561,18.053815603256226,11.465720296969524
3,2.2972496189357003,0.12077294685990338,2.298017978668213,0.15909090638160706,6.890000000000003e-06,fp32,1.0,1.0914081505366735,17.455445051193237,11.858763806532087
4,2.2938331682324984,0.10628019323671498,2.294039726257324,0.15909090638160706,7.520000000000005e-06,fp32,1.0,1.300312110355922,18.11160683631897,11.42913502212877
5,2.289440948606113,0.1642512077294686,2.2892913818359375,0.1818181872367859,8.150000000000007e-06,fp32,1.0,1.0680790543556213,17.70634436607361,11.690724845305963
6,2.280452683352042,0.14009661835748793,2.2842798233032227,0.11363636702299118,8.780000000000004e-06,fp32,1.0,1.198846391269139,18.31313133239746,11.303364577187283
7,2.272050788437111,0.1497584541062802,2.2776567935943604,0.11363636702299118,9.410000000000001e-06,fp32,1.0,1.4498336655753,17.852574348449707,11.594966415472488
8,2.2629780711759118,0.15942028985507245,2.268557548522949,0.11363636702299118,1.004e-05,fp32,1.0,1.405376068183354,17.989150047302246,11.506936095129346
9,2.2488687890739256,0.2222222222222222,2.256890296936035,0.1818181872367859,1.0669999999999994e-05,fp32,1.0,1.598390323775155,17.581421613693237,11.77379193493538
10,2.233393777395792,0.2463768115942029,2.245229959487915,0.20454545319080353,1.1299999999999992e-05,fp32,1.0,1.6998132296970911,17.816082000732422,11.61871616843087
11,2.218245045574391,0.2946859903381642,2.2300620079040527,0.22727273404598236,1.1929999999999993e-05,fp32,1.0,1.9938386167798723,18.43338441848755,11.229625298346827
12,2.2011811767799268,0.34782608695652173,2.2145142555236816,0.1818181872367859,1.2559999999999992e-05,fp32,1.0,1.9843776226043701,18.01876401901245,11.488024360693359
13,2.18359369010741,0.36231884057971014,2.20147442817688,0.20454545319080353,1.3189999999999992e-05,fp32,1.0,2.4130006517682756,17.86807608604431,11.584907015348751
14,2.163246697273807,0.34782608695652173,2.188539505004883,0.27272728085517883,1.381999999999999e-05,fp32,1.0,2.2404506376811435,17.69262981414795,11.699786983304879
15,2.154780490386889,0.38164251207729466,2.1748034954071045,0.25,1.444999999999999e-05,fp32,1.0,2.3779935155596053,18.302919387817383,11.30967118490296
16,2.1296602700643494,0.3961352657004831,2.1600420475006104,0.25,1.5079999999999993e-05,fp32,1.0,2.803659200668335,17.650662422180176,11.727605177009089
17,2.108937306104651,0.3864734299516908,2.153413772583008,0.2954545319080353,1.571e-05,fp32,1.0,2.668783630643572,17.524627923965454,11.81194835622851
18,2.0998371637961717,0.3719806763285024,2.144637107849121,0.3181818127632141,1.634e-05,fp32,1.0,2.397280352456229,18.248987674713135,11.34309495352618
19,2.0892517382396014,0.42995169082125606,2.132201671600342,0.2954545319080353,1.697e-05,fp32,1.0,3.5909986155373708,18.387624979019165,11.257571341388202
20,2.08788496054313,0.36231884057971014,2.124685049057007,0.2954545319080353,1.76e-05,fp32,1.0,3.812464782169887,17.579103708267212,11.775344376781321
21,2.0721827900928,0.41545893719806765,2.1256837844848633,0.3181818127632141,1.823e-05,fp32,1.0,3.6229351248059953,17.642220973968506,11.733216600417439
22,2.0560121547772687,0.42995169082125606,2.111546754837036,0.2954545319080353,1.8859999999999996e-05,fp32,1.0,3.45737133707319,17.259845495224,11.993154866726897
23,2.036616840224335,0.4492753623188406,2.1034719944000244,0.27272728085517883,1.9489999999999998e-05,fp32,1.0,3.4730231251035417,17.088839292526245,12.113169095722661
24,2.033734482843519,0.43478260869565216,2.11379337310791,0.2954545319080353,2.0119999999999997e-05,fp32,1.0,4.3802047457013815,17.33167338371277,11.943451472754255
25,2.007126365882763,0.45410628019323673,2.086738348007202,0.2954545319080353,2.075e-05,fp32,1.0,3.566724879401071,17.378934860229492,11.910971625407573
26,2.002021470507562,0.47342995169082125,2.083846092224121,0.34090909361839294,2.1380000000000005e-05,fp32,1.0,3.7661495208740234,17.192540168762207,12.040105648617669
27,1.9842460224593894,0.463768115942029,2.0783326625823975,0.34090909361839294,2.2010000000000004e-05,fp32,1.0,4.020930630820138,17.608683109283447,11.755563929188312
28,1.9575521836534215,0.5169082125603864,2.0682504177093506,0.34090909361839294,2.2639999999999997e-05,fp32,1.0,3.7804225853511264,17.26764702796936,11.987736352538981
29,1.9694514625890243,0.463768115942029,2.063201665878296,0.2954545319080353,2.326999999999999e-05,fp32,1.0,3.9683811323983327,17.314337968826294,11.95540946311054
30,1.9297139846184403,0.5024154589371981,2.0495262145996094,0.3181818127632141,2.3899999999999988e-05,fp32,1.0,4.0474115780421664,17.319682121276855,11.951720507947716
31,1.934156414391338,0.4830917874396135,2.0559098720550537,0.2954545319080353,2.452999999999999e-05,fp32,1.0,4.469027825764248,17.150981187820435,12.069280336392566
32,1.913678949581828,0.5169082125603864,2.0240211486816406,0.3863636255264282,2.5159999999999993e-05,fp32,1.0,4.372578825269427,17.22573184967041,12.016905975693605
33,1.8845533927281697,0.5362318840579711,2.0242650508880615,0.3636363744735718,2.5789999999999995e-05,fp32,1.0,4.23166070665632,17.664709329605103,11.718279431469565
34,1.8848941740782366,0.5169082125603864,2.0219779014587402,0.3181818127632141,2.6419999999999988e-05,fp32,1.0,4.887170008250645,17.52751660346985,11.810001649578874
35,1.8508783786193184,0.5845410628019324,1.998031497001648,0.40909090638160706,2.7049999999999983e-05,fp32,1.0,5.409254653113229,17.24708652496338,12.002027107615472
36,1.8914359301184687,0.46859903381642515,2.015660047531128,0.3181818127632141,2.7679999999999982e-05,fp32,1.0,7.037783656801496,17.66488766670227,11.718161128767784
37,1.8512184556555633,0.5603864734299517,2.001636028289795,0.3863636255264282,2.8309999999999985e-05,fp32,1.0,5.838044575282505,17.373032808303833,11.915018079115104
38,1.845696186673814,0.4782608695652174,2.0096795558929443,0.34090909361839294,2.893999999999998e-05,fp32,1.0,7.289138759885516,17.144937992095947,12.07353447970648
39,1.8196107892022617,0.5362318840579711,1.9631975889205933,0.40909090638160706,2.9569999999999983e-05,fp32,1.0,7.670857122966221,17.375998735427856,11.91298429240493
40,1.8205910926855704,0.5410628019323671,2.0154054164886475,0.3181818127632141,3.0199999999999982e-05,fp32,1.0,6.33529577936445,17.159777402877808,12.063093543700907
41,1.8233894973561384,0.5120772946859904,1.9600201845169067,0.3636363744735718,3.082999999999999e-05,fp32,1.0,8.13468040738787,17.317718267440796,11.953075850020186
42,1.8063012459427839,0.5265700483091788,1.9631633758544922,0.3181818127632141,3.1459999999999994e-05,fp32,1.0,7.225214890071324,17.211201667785645,12.027050986651542
43,1.7613760111988455,0.5700483091787439,1.9451324939727783,0.3636363744735718,3.208999999999999e-05,fp32,1.0,6.776507718222482,17.07706618309021,12.121520042182208
44,1.7772298556019142,0.5700483091787439,1.9496737718582153,0.3863636255264282,3.272e-05,fp32,1.0,7.203637361526489,17.41806983947754,11.884210013375915
45,1.7385635813653182,0.5217391304347826,1.9233378171920776,0.4318181872367859,3.3350000000000004e-05,fp32,1.0,7.220000811985561,17.361167907714844,11.923160993565109
46,1.7319976108661597,0.5748792270531401,1.914694905281067,0.3181818127632141,3.398000000000001e-05,fp32,1.0,7.931281498500279,17.87189221382141,11.582433327340372
47,1.7103405948998271,0.5797101449275363,1.8927918672561646,0.40909090638160706,3.461e-05,fp32,1.0,7.184864929744175,17.295366764068604,11.968523294345268
48,1.7217516138933706,0.5410628019323671,1.8998475074768066,0.3636363744735718,3.524e-05,fp32,1.0,9.646651199885778,17.348594665527344,11.93180220017019
49,1.7274416811800233,0.5748792270531401,1.964868187904358,0.3181818127632141,3.587000000000001e-05,fp32,1.0,10.173643589019775,17.421290397644043,11.88201305845826
50,1.6440961723742278,0.6086956521739131,1.8778717517852783,0.4545454680919647,3.65e-05,fp32,1.0,9.171783787863594,17.303337812423706,11.963009810244534
51,1.6509302215299744,0.5845410628019324,1.894333004951477,0.3636363744735718,3.7130000000000005e-05,fp32,1.0,10.235616956438337,18.06466007232666,11.458837264095786
52,1.660954715549082,0.5942028985507246,1.9353197813034058,0.3636363744735718,3.776000000000001e-05,fp32,1.0,10.537435463496617,17.65140390396118,11.727112535991926
53,1.678494285846102,0.5652173913043478,1.9124057292938232,0.3636363744735718,3.839e-05,fp32,1.0,8.257677963801793,17.37090301513672,11.916478942955562
54,1.6805010838209142,0.5700483091787439,1.8591903448104858,0.3863636255264282,3.901999999999997e-05,fp32,1.0,12.25394834790911,17.538453102111816,11.802637256251236
55,1.6093008777369624,0.6280193236714976,1.826266884803772,0.4545454680919647,3.964999999999997e-05,fp32,1.0,9.219979286193848,17.49093794822693,11.834699809279455
56,1.587327186036225,0.6231884057971014,1.8233330249786377,0.5,4.0279999999999973e-05,fp32,1.0,6.532167639051165,17.6498863697052,11.7281208311517
57,1.5757542007787215,0.5797101449275363,1.9201518297195435,0.3181818127632141,4.090999999999998e-05,fp32,1.0,9.618960993630546,18.04024386405945,11.474345998858382
58,1.591235195381054,0.6086956521739131,1.8234256505966187,0.3863636255264282,4.1539999999999985e-05,fp32,1.0,14.001484939030238,17.52583622932434,11.811133990493776
